Emotion,Sentence
1,제주여행 마지막 날 새벽 침대에서 떨어졌다 예은이 가 하도 굴러다니면서 자느라 침대 구석에서 자고 있다 떨어져 버렸다 근데 침대 옆 탁자의 서랍에 부딪혔다 차라리 바닥으로 떨어졌으면 괜찮았을 텐데 서랍은 열어보지도 않았는데 내가 떨어지면서 열린 건지 뭔지 순간 별을 보았다 너무 아프다 진짜 예은이가 떨어진 것보단 낫지 생각만 해도 끔찍하다 이러고 어제는 결혼식도 갔다 왔다 마스크가 고마운 날이 올 줄이야 침대에서 떨어짐 노란 멍 아프다
1,인대늘어나서한의원에서침맞고너무따끔해주사보다아프다아픈거싫어인대한의원침아프다
1,제주도 가을이 가고 겨울이 오는데 넌 왜 이리 푸르니 너의 초록 이들이 날 붙잡는구나 내 삶 속에서 날 붙잡는 건 뭘까 제주도 제미라의 바람 인문학 공부하고 싶다 가을 가는 게 아쉽다 이겨내자 아프다 장염 증상배 아파 슬퍼서 울고 싶다 감사합니다 그래도 괜찮아날 사랑해 주는 사람들 있잖아 가끔 나도 그래 비행기 오래간만에
1,손금 하나 추가 고양이와 강아지의 싸움의 피해자 것도 오른손 아프다 아기 고양이 키우기 강아지와 고양이
1,나이 많은 엄마는 걷기도 힘들 당내 새 꾸미기는 너무 귀엽고 울 솔이는 너무 보고 싶다 딸 딸 둘 딸 둘 맘 조리원 산후조리원 골반통 아프다
1,아파서 링거 맞고 있어요 링거 아프다 병원 치료 중
1,오늘 아침 문득 터닝 포인트 자기 개발 사람이 사는 법 부자들의 습관 부자들의 가치관 생각대로 살지 않으면 사는 대로 생각하게 된다 삶에 관하여 노력하고 있어 생각의 전환 힐링 문구 이유 있는 성공성 공명은 가치 판단의 기준 도곡동에서 출근길 아프다 참는 법 아프지 말자 가족에게 얻는 힘 사랑 하나님 믿음
1,여기도 아파 저기도 아파 어제도 아파 오늘도 아파 내일도 아프겠지 나이 먹어서 그런 거 아니라고 해줄 사람 목덜미 아파 어깨 통증 목덜미 통증 휴식이 필요해 스트레칭이 필요해 여기저기 아파다 아파 환자 내일은 안 아프길 엄마도 사람 환자 그램 육아 일상 육아 소통 환영 엄마의 인생 아프다
1,유성은다칠까봐무서워배우프로필뮤직비디오감동뮤직비디오감독뮤직비디오촬영뮤지션의삶기획자의삶영상크리에이터영상기음악가일상뮤지션의삶요리사의삶싱어송라이터영남영상크리에이터제작자영상기획영상편집자영상마스터기획자의삶아이돌의모든것아이돌의지침서아이돌의길스타성최고선한영향력음원홍보까지길은만들어가는거지외롭긴함죄송합니다고백하면까여서외롭다영상공유영상공개이미마음다치고아프다
1,재율앙이렇게얇게입어도이날씨에땀띠나는애기너밖에없을거야위아래이나니까너무귀엽당새벽에도으이으이하면서나부르는데모르는척하면혼자놀다잠든당너무귀엽당꼬꼬마귀엄동이개월아기키로넘으니까손목이너덜너덜아프다그래도천천히크렴사랑스러움
1,주간의자가격리로몸상태가많이안좋아졌다몸의모든수치가나빠지고약물치료중건강한삶과더나은등산을위해서자신과의싸움을시작하기로했다남은숙제좌마치고종주하면서산즐겨야지유산소시간근력시간몸짱은관심없다체력왕으로거듭나자자가격리휴우증자가격리로병을얻었다아프다건강한삶자신과의싸움유산소운동근력운동등산등산스타그램블랙야크대명산대명산완주종주산행채력왕
1,아프다 죽다 살았네 배고파 내일부터 운동 열심히 해야지
1,바쁜토요일아침부터병원투어돈은돈대로깨지고시간은부족하고아프고오빠랑간만에손잡고데이뚜즉석떡뽁이먹으러군만두먹는법알려주시네늦은저녁선영이네초대받고호섭이가구워준삼겹이랑라묜맛나요할로윈병원투어아프다비싸다비싸건강챙길나이개슬픔이게머라고오빠랑데이뚜저녁초대이집이맛집고생햇어
1,얼굴로 축구해버리기 아프다 쓰라림 심하다 오래간다
1,일요일 저녁 홍게 대게 맛있어요 영덕 홍게 맛있다 일요일 내일은 연차니까 많이 먹고 푹 쉬자 감기 감기 앓이 중 아프다 육아 육아 맘 육아 소통 워킹맘 육아 워킹맘 일상
1,생후 일 거실이고 베란다고 모두 홍시 세상 개월 아들 장난감 부자 부럽다 아들아 비 오는 일요일 월요일 엄마 연차 감기와 사투 중 아프다 육아 육아 소통 워킹맘 병 천장 구경 맛난 거 먹으러 가야지 집안에 놀이터 나름 성공적 아기 놀이방 겨울엔 못 놀아요
1,년에한번씩은왼쪽다리가속썩이네봉와직염이라니올해는코로나에다리까지다이빙투어에왜이리방해요소가많은지패디마이다이버스스쿠버다이빙교육교육문의친절한교육깁스아프다
1,챙길것도신경쓸것도일도많은요즘계속해서긴장해있는듯한목과어깨휴가지만할것도많은데급심해져서두통까지진짜오전내리머리깨질거같고목과어깨도겁나아프고아프니까짜증과화가날거같고급한대로임시방편약국서근육통약과두통약으로가라앉히기그래도이거먹으니살것같앴음일상바쁜일상바쁘다바빠두통근육통직딩직장인직장인스타그램예비신부결혼준비아프다아프지말자약먹자
1,아프다 내가 아파주고 싶다 심한 거대한 편도로 인한 여러 가지 증상들로 수술 결정 아기 때부터 예견된 것이긴 했지만 급하게 진행된 수술한 전신마취라 못 깨어날까 봐 걱정도 됐는데 너무 안 일어나서 결국 부르셔서 옆자리에 앉아있다가 한참 후 깨서 나왔는데 생각보다 너무 많이 아파하고 최고조의 짜증과 힘들어해서 마음이 아픕니다 잠시 잊고 있었는데 역시 건강이 최고네요 건강하게만 자라다 오피 타 수술실 첫 수술 오늘은 너의 모든 짜증을 다 들어줄게 사랑해
1,일죽 아프다 아프다고 멀리 출장 간 남자친구가 배달시켜준 죽
1,변치 않고 꼭 기다릴 게 너도나도 아프다 보고 시퍼 예전으로 돌아갈 수만 있다면 아니면 환생이 가능하다면 삶을 포기해야 하나
1,하늘자전거도 잘 타요 우리 딸딸 분노의 발 차기 귀여워 작고 소중해 제법 아프다
1,아프지 않기 정신 줄잡기 고생했어 오늘도 힘들었지 그래도 힘내 스스로 하는 말 아프지 마 고마워 쉽지 않다 사는 거 뭐 있다고 많이 갔다 피곤하다 아프다
1,이게 사람 사는 거가 또 한 달 치 생명 연장 병자 병자 스타 그램 약 좀 그만 먹고 싶다 강직성 척추염자가 면역 질환 허리 병신 아프다 그램 아프다 마약성 진통제 중증 난치질환
1,서울 강동구 둔촌 달려라 병원 근육주사 아프다 마이 아프다 회복실 후들후들 직업병 긴장 주사 살살 놔주세요 이 병원은 오기 전부터 겁이 가 난다 근육주사 마이아 포
1,우리태은이돌치레중아프지마라내새꾸내사랑태은아프다돌치레중열꺼져우리집거실에는아플때까는요등장아프지마라제발열떨어졌을때개인기루키랑간식타임
1,수술실 싫어낼 철심 빼는 수술 앞두고 동생이랑 금련산 나들이 오랜만에 세실에서 맛난 곤드레 밥 해물파전 먹고 싱그런 공기 마시며 산보 또한 동안 이런 여유는 힘들 듯 별거 아닌데 이 나이에 또 정형외과수술실 들어가는 게 진짜 싫다 낮 동안 잊고 있다 다시 우울모드 오늘의 이쁜 소비는 금련산 나들이하며 맛난 음식 먹은 거예요 언제나 잘 챙겨주는 베프 겸 이쁜 동생 사랑한다 금련산 걷기 정형외과수술실 무서워 무서워 무서워서 덜덜덜 다시는 안 해 회복하자 아프다 골절 힐링타임 세실 곤드레 밥 해물파전 사랑해
1,아프다
1,고통 통증
1,제주도 제주도민 제주일 상오 늘도 어김없이 태양은 집니다 독감 접종 아프다
1,링거 아프다
1,얘한테 간식 주다가 물림 강아지 아프다
1,곳곳에 핼러윈 영아부 예배드리고 기흥 아웃렛 고고 유모차 없이 잘도 걷는 딸 중간중간 간식타임 만들어서 먹여야 한 다다 좋은데 내 허리 어쩔 것이야는 유스타 그램 살게 흥 프리미엄 아웃렛 즐기기 근데 내 허리 때문에 아프다 마술쇼 관람 덕분에 지니만 남은 유지비 중 모드 일요일 주말은 늘 순삭 즐거웠던 하루
1,전치주주동기정신적지주옥에티전준석아프다
1,오늘의식단일기아점흰쌀밥어묵볶음콩나물무침도토리묵찐브로콜리당근스틱간식샥슈카응용버전한살림곡물스틱저녁아빠표상차림감자미역국밥반찬종미세먼지가가고나니엄청추워졌다그래도푸른하늘보니기분이참좋은아침산책이라도나가려했것만집콕고수하시는아드님덕에집콕하루오늘사랑니발치예약이라아침먹이고부랴부랴저녁국끓이고당분간간식못해줄듯하여아이가좋아하는떡넣어떡볶이마냥샥슈카응용해서해줬다님피드보며알게된메뉴인데음간안하고토마토소스맛으로만먹는데도맛이꽤괜찮다근데브로콜리왜저리까맣게나왔지떡하고야채가득한술퍼서한입우리꼬맹이맛있다고순삭했다사랑니너무긴장했는지코로숨쉬는것도잊어버리고자꾸물이목으로넘어와서켁켁거리니치위생사선생님이코로숨쉬란다제가비염이라그게쉽지않답니다정말최선을다해코로숨쉬었다아너무힘들었다아프다마취풀리기직전에약후딱먹어서겨우살았다약빨돌기전분텀생겼을때너무쑤시고아파서초죽음될뻔다시겪고싶지않은경험이었다신랑쉬는주말끼게금요일에예약하길너무잘한거같다아이식단유아식단유아식아이반찬유아반찬식판식식단일기집밥건강식단육아스타그램아들스타그램사랑니발치아프다
1,사랑니때메멘탈터진하루담주에뽑고얼굴퉁퉁이되겠네하노답쓰내인생너무스펙타클최고다최고야아프다
1,아이렇게병원신세라니아킬레스건파열병원신세아프다흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑흑
1,아프다 치료받고 더 아픈 것 같은 건 뭐지 자다 말고 아파서 깸 석회성 염증 회전근개 증후군 어깨뼈 기형 등등의 이유 언제 괜찮아지려나 잠 좀 제대로 자고 싶다 석회 깨 부셔야 한다고 주사 맞고 망치 같은 거로 어깨 꿍꿍 꿍했는데 아직도 오른쪽 귀가 멍멍
1,독감주사와독감주사맞기가이렇게어렵다구요울님들독감주사맞으셨어요병원몇군데전화해서백신없다고애들조기하교시켜서선착순안에겨우들었네요시국이시국인만큼예방접종이꼭챙기셔요독감예방접종완료독감예방독감예방주사광주모자보건센터독감백신독감주사맞음아프다독감주사완료모자보건센터
1,하쿠나마타타미니타투진짜짱아파하쿠나마타타하쿠나마타타타투미니타투아프다발목타투
1,수새벽시쯤오바이트번식은땀줄줄명치가아파급체한것같아서응급실행배눌러보니오른쪽아랫배아픔맹장일수있다며의사소견맹장염뜨든당황당황전신마취복강경수술배꼽으로맹장나옴신기방기맹장염아프다아들셋은아빠와남편고맙빨리낫자
1,우리 아들 사랑해 우리 딸 사랑해 커플룩 가을운동회 부모 없는 운동회 코로나 인해 아이들만 엄마는 병원행 미안해낼 갈게 요지 방종 제거 수술 아프다 힘들네 보고 싶다 내 새끼
1,연습중인뉴트릭힛어려워올킥아너왜케어렵니이응그리구왜케아퍼발등에만멍이개야근데멍개됬음개사이에멍이하나더생겨서개가연결되서개가됬어롱보드학교다녀온후어렵고아프다
1,공부한다고너무오래않아있어서그런가다리가아프더니걸을때마다오지게아픔학원쨋더니기부니는좋음장요근아프다학원쨈개주아물리치료중쉬는기분
1,갈 생각하는 코베아 고스트
1,아야아프다내손가락인대늘어남이게무슨일이야액땜했다치자앞으로좋은일만생길꺼야일주일후다시병원행일주일관리잘하자미세골절만아니길직장인스타그램직장인
1,눈물의 반깁스 볼링 복귀 실패고 다들 조심조심합시다 인대 손상 반깁스라니 볼링 복귀 실 투 더 패 아프다 강제 요양
1,역대급앞쩍웃겨죽겠네빠지앞쩍아프다웨이크보드씨앤씨레져캠핑장캠핑
1,생존신고 눈알이 너무 아프다
1,솔스타 소스 맘 넘나 막힌다 강남대로 키로 남았는데 그래도 구찌 매장은 웨이팅 없이 바로 입장하니까 다행 소스 맘 때 대표 강남대로 잠겨 있음 답답 도가니 아프다
1,주말인데 특근 특근 주말인데도 출근길 늦잠 택시 타고 출근 아프니까 죽이다 아프다 속 안 좋아
1,아프다아킬레스건염교통사고와함께고통이찾아오는구나월일일까지입원아프다아킬레스건염입원휴무조이스팀세차
1,한눈팔다가길바닥에꽈당주차장에서절을했네한쪽무릎팍을퍽흐미아프네아프다
1,공포영화가 따로 없네 내 소유 공포 공포영상 아프다 진짜 진짜 아프다 이 정도 놀아줬으면 자라
1,무한 반복 아프다
1,막내딸결혼식때벌써한달이다되가지만아직도믿기진않는다그느낌그마음그생동감기억속에재생되고있다아쉬움반기쁨반찡한마음복잡한마음이쁘게살어유리마사랑한다딸결혼식아프다기쁘다공허함아쉬움가득믿는다사위사랑은장모사위가최고잘살아라이쁘게살자꽃길만걷자
1,아프다
1,현생 개월에 첫 수술 엄마 닭죽 해주세요 중성화 수술 마이크로칩 등록 그 와중에 반갑다고 난리 아프다
1,아프다우리뽀실이힘들어그래도기운차린게저정도진짜맴찢말티푸말티푸그램말티즈중성화수술회복중
1,두통까지 오는 것 같아 굉장히 후회하고 고치고 싶다 아프다
1,미니 굴삭기지 구 조각 가퇴원 후 일상 아프다 아프다 그램 몸살 기운 기운이 없다 사우 나가야지
1,동생이 어제 아파서 울었어요 그래서 오늘 죽 끓여줬어요 다행히도 오늘는 괜찮아졌어요 아프지 마 동생 아프지 마 언니 마음 아프다 죽 참치죽 고생했어
1,집 밥김 선생 내 몸은 내가 지킨다 아프다 속상하다 속상해
1,독감 접종 아프다 법기 수원지 오늘 길에 법기 수원지 들러서 산책 바람이 너무 불어 요즘 사진은 하늘이다 한다
1,깁스 대신 아 뭐가 이러니 원장님 이번엔 오른쪽이네요 나 네 저 약한가 봐요 아무 말씀 없음 아프다 손목아대 손목 주사 싫다 싫어 아프지 말자 한 타 온다 아파도 출근 파이팅
1,대상포진 아프다
1,작두콩 리큅 건조기 열심히 칼질했더니 손가락에 물집 너무 아프다 시 아버지께서 작은 텃밭을 갖고 계시는데 비염에 좋다길래 작두콩을 심어달라고 부탁드렸더니 개정도 따서 챙겨주셨다 깨끗이 씻고 썰어서 건조하는 중
1,힘들다 힘들어 아프다 알 바 힘든 듯 다시는 안 하고 싶다 피곤하다 그램 몸 상태 엉망 학교 가기 싫다
1,추석날 머리에 구멍이 났다 가족들이 다 모여 있어서 아픈데 안 아픈 척 피가 머리카락 사이로 이마를 타고 주르르 룩 한참을 지혈해도 쉽게 멈추지 않던 피가 그래도 다행스럽게 분 정도 만에 멈췄다 빨리 아물어야 할 텐데 돌머리인 줄 알았는데 구멍이 나긴 하는구나 출석한 가위 구멍 난 머리 피아프다
1,입원중명절은병원에서첫째낳고안좋았던손목때문에주사치료로버티다둘째낳고통증이며염증이심해져결국수술수술일차수술부위는아직아프다아파서할수있는것도없고그저냉찜질진통제주사로버티기아가들이보고싶지만안아주려면내몸이회복해야가능하니버텨야지아가들봐주시러시어머님오셔서고생중이시고신랑도육아중이라고생하고난보호자없이혼자고생중올추석은다같이집콕병원콕어서지나가라입원일차손목수술손목결정종인대염증상태호전중정형외과입원퇴원미정아직아프다추석휴일은집콕병원콕맛난거먹고싶다병원밥시르다
1,결국 난생처음 손가락 아프다
1,갑상선 성형 아프다 수술은 무사히 마쳤어요 모두 걱정해주셔서 감사합니다 갑상선에 염증이 심해 출혈 때문에 수술이 길어져서 아찔했다네요 수술 잘 되었다고 하니 감사할 따름입니다
1,애들이랑 같이 독감예방접종 맞은 날 주사 맞았는데 왜 장난감 사 달래 그럼 나는 독감예방접종 아프다
1,미니 블록 다이소 꿀 템 손가락 아프다 동생이랑 미니 블록 만들기
1,몸도 마음도 다 망가진 듯 내 나이 진짜 튼튼했는데 지금은 여기저기 다 망가지고 아프고 진짜 둘째 낳고 나서부터 여기저기 안 아픈 데가 없다 나 자신에게 신경 못 쓴 게 후회가 되네 지금부터라도 건강해지자 우리 사랑이들 잘 키우려면 내가 더더더 건강해져야 되니깐 운동도 하고 신경 좀 더 써야 되겠다 몸도 마음도 건강하게 아프다 내 몸은 내가 지킨다 건강해지자 추나 치료 중 물리치료 중
1,턱골절 후유증 아프다
1,병원은언제나지루하고재미없다근데그거보다너무아프다같은병실에있는아저씨가너무잘챙겨줘서그나마다행이다후병원병원스타그램아프다아프다고심심해누가좀놀아줘요살맞팔해요맞팔선팔환영배고파졸려요스트레스수술하기싫다
1,흑 아파서 병원 가서 진료받고 독감까지 완료 병원 아프다
1,내엄지손가락왜그러니암것도안했는데이럼어쩌자는거니아프다왜이렇게상처가난거니암것도안했는데상처남너무아프다일상일상스타그램
1,헬스장 깔림 운동할 땐 괜찮았는데 아프다 마음이 오늘도 혼술 쓴 건 싫어서 자몽에 이슬로 취하고픔 인생이 술이 싫은데 술을 부르는구나
1,눈에 찰과상 염증이 생겨서 안과 가서 염증 치료받고 집에 가는 길눈에 찰과상 염증 눈물바다 아프다
1,실밥 풀고 지 호랑 이쁜 카페 실밥 푸니 걷는 게 너무 힘들다 해서 들어온 카페 너무 이쁘다 힘든 거 싹 날아가는 중압 구정인지 신사인지 모르겠다 실밥 제거함 아프다 살살 운동 시작해보자
1,정신못차리고깁스한지일만에풀기의사선생님께징징거렸더니조심하라며탈출시켜주셨따기념으루언니한테또빌붙기언니가최고언니네마당이최고불멍매주주말감사해요우리언니하자깁스탈출보호대천국근데아프다코로나저리가
1,저녁하다칼질하다내새키손꾸락을싹뚝피철철응급실을가야하나하다가다행히지혈이도되구애들도있어서응급실은포기하구집에잇는진통제묵구하룻밤자구다음날너무아파친정엄마소환병언갓더니꾸맬수없는위치라새살이돋아상처가아물길바래야한단다소독하는데증말죽는줄정기적으로소독하러댕기구약두먹어야한다니당분간은고생길이훤하구나새끼손꾸락의소중함을절실히느끼고있는요즘새끼손가락싹뚝통증아프다
1,커피포트컵라면물넣다가기절할뻔아프다힝힝힝
1,있을 때 잘해 후회하지 말고
1,낚시하다가 토요일 살림망에 걸림 손톱 빠직 찢어진 손톱 피까지 나고 아프다 네일숍 직행 래핑 길어 나올 때까지 무사하길 그래도 낚시는 계속된다 주말 그램 일상
1,내 인대가 이리 생겼네 안녕 이제 보지 말자
1,아프다 정신 차려 아프네
1,수요일 밤 넘어진 게 아휴 왼쪽 허리가 아프더니 새벽에 큰 통증을 느껴 잠도 못 잤다 병원 가니 뼈에 이상 없다고 움직일 때마다 아프니 물리치료 받고 약 처방받았다 집에 와 계속 찜질 약 먹어도 소용없는 것 같다 한 의원 가야 하나 침 맞음 좋아질까나 흑흑 왼쪽 허리 아픔 통증 병원 물리치료 약 처방 찜질 허리 통증 움직일 때마다 윽 아 아프다
1,태풍 오는 날 다친 발 등 헐끔 가 있었다니 너무 아파서 병원 갔더니 시티 찍어야 된다 함지 깁스 벌써 번째 오른쪽 다리 깁스할 태풍 피해 다리 깁스 중부산 의료원 아프다 발 등 골 절주 진단 정밀검사필이 발 등 근육 손상
1,내 어릴 적 사진 아프다
1,아프다 이놈 크 삼재 딱딱 맞아떨어지는구나
1,오늘 예방접종 잘하고 왔어요 허벅지에 땋아푸다 오늘은 노랑이 꽃무늬가 잘 어울리는 남자 사형제 중 막내
1,지치고 힘들어 이게 이별인가 봐 밤만 되면 생각이 많아지는 요즘
1,저녁 하다가 밥솥에 데었으면 아프다 플라잉 요가하려 가야 하는데 망함 따가움
1,사고는한순간어제저녁밥잘먹고설거지마무리하다유리컵에베임피철철바로응급실가서바늘꿰멤이런적처음이라마니당황스럽지만그나마새끼손가락이라다행인듯으적어도일에서주걸린다는데어찌사냐그러고보면안아프고건강한것에감사또감사내새끼손가락아프다
3,메리 크리스마스 바람이 엄청 부네요 장박에 금사리 속닥 하이 둘이서 파티 너무 따뜻하고 행복하네요 겨울 캠핑난로 아래 요런 게 행복 메리 크리스마스 행복해 브라우니 우드 팔각 테이블 자기 계발 시클 맞팔기
3,케이크 풍년이어라 코코에서 케이크 선물 주신 분 복받으실 거예요 저는 작은 한 조각 먹었을 뿐 조카들이 순삭 해치웠네요 너무 신기한 건 이렇게 먹어도 살은 왜 안 찌는 걸까요 기초대사량 화가 납니다
3,직징인고마워미희야구름녹차라떼뷰브케이크존맛탱비쥬얼짱카페민트제이홍데입구역브러치카페앉자서분위기좋은카페카페투어그램카페투어좋아요반사소통좋아요늘리기마스크생활화힐링행복해
3,집콕클수마스끗월요일이라니이번생일은가족과함께하구축하도많이받아너무행복했떠요이번주도일만더힘내봅씨다
3,직장인 고마워 미희야 내 인생 상큼한 휴식 직장으로 이젠 삶 속 사진 추억 매일 사진기록 중 필터 안 씀 필수 아이템 감성 사진 좋아요 반사 좋아요 늘리기 마스크 생활화 사랑해 우리 여보 양 힐링 행복해 시간
3,고마워 미희야 내 인생 좋네 곧 살이라니 사진 소중해 내 일찍 음 내 손 힐링 시간 참 빠르다 매일 잘 부탁해 좋아요 반사 소통 좋아요 늘리기 마스크 생활화 힐링 행복해
3,여자는 자고로 토끼 풍선보단 망치 풍선이지 암요 분 거리에 있는 리파이 아웃렛입니다 왜 여길 올 생각을 그동안 못했을까요 아는 브랜드는뿐이지만 다 해가 뛰어놀기 너무 좋네요 곧 또 오자 제의 놀이터 등극 다시 날이 따뜻해졌어요 추웠던 게 이상 기온인가 봐요 오늘도 감사한 하루입니다 아침 시부터 오후 시까지 외출 엄마는 체력 이후 달려다 해 두부네 집
3,강화도 가족여행 강화도 여행 일몰 코로나 물러가라 아쉬워 힐링 서해 푸른 바다 감사 행복해
3,고마워 미희야 거울 사진 직장 거울 샷 거울 샷 직장인 틱톡 틱 톡 좋아요 부탁해 틱 톡 진출 영상제작편집제작제가 다합니다 좋아요 반사 좋아요 늘리기 마스크 생활화 사랑해 우리 여보 양 힐링 행복해 간
3,일아기이번생일은건률이와처음맞이하는크리스마스와나의생일엄마랑남편이랑함께축하해줘서고마워용그리고다들생일축하해줘서행복하고감사한하루다들축하해주셔서감사해용행복한하루생일가족과함께행복해생일파티홈스윗홈코로나조심선팔하면맞팔맞팔좋아요반사좋아요반사육아스타그램육아소통육아일상쥐띠아기쥐띠맘소통
3,강윤서살딸아역배우아역스타연극배우영화배우맏이집콕샌드위치만들기행복해행복두끼챌린지코로나물러가라코로나징글징글코로나즈리가라점심식사맛있게하세요윤자매도맛있게냠냠
3,쏘스윗생각지도못한서프라이즈하루쉬는날하루종일내생각하면서준비했을울오빵이처음해보고처음받아보고처음이란단어너무쥬아고마워요내가더잘할게앞으로우리오래오래예쁜사랑하자
3,법정통역사행복해
3,체육신체활동체육교구신나는타요반즐거운시간친구들과함께행복해
3,아들이 타다 준 아이스 아메리카노 행복해
3,어제 넘고 재밌었소 서면서 면 맛 집 서면 다이아에 그 광안리 광안리 해수욕장 광안리 아쿠아펠리스 전망대 스쳐간 무지개의 비밀 꿀 잼 시원한 바람 상쾌 시간 순삭 카레맛 집 존 맛탕 행복해
3,내새끼비맞아서세차해주기베스파바이크스타그램바이크타는여자행복해해좋은날행복해좋은하루행복스타그램
3,인스타그램일상스타그램소통좋아요일상오늘뭐먹지행복해푸드파이터맛스타그램먹방스타그램먹스타그램인스타푸드그램
3,인스타그램일상스타그램소통좋아요일상오늘뭐먹지행복해푸드파이터맛스타그램먹방스타그램먹스타그램인스타푸드그램
3,행복해
3,인스타그램일상스타그램소통좋아요일상오늘뭐먹지행복해푸드파이터맛스타그램먹방스타그램먹스타그램인스타푸드그램
3,인스타그램일상스타그램소통좋아요일상오늘뭐먹지행복해푸드파이터맛스타그램먹방스타그램먹스타그램인스타푸드그램
3,아니 에펠탑이 한국에
3,인스타그램일상스타그램소통좋아요일상오늘뭐먹지행복해푸드파이터맛스타그램먹방스타그램먹스타그램인스타푸드그램
3,인스타그램일상스타그램소통좋아요일상오늘뭐먹지행복해푸드파이터맛스타그램먹방스타그램먹스타그램인스타푸드그램
3,이색데이트공간프로젝트수제향수서울대입구샤로수길행복해일상소통소통소통해요소통해요우리소소좋아요좋아요좋아요좋아요꾹데일리맞팔맞팔댓
3,크리스홈스마스된날홈파티달인될듯하지만섭이랑함께여서행복해번째크리스마스시간정말빠루당내년에도나와함껭해
3,끄으으으으으응차우리쭈니이제초큼무겁
3,살 넘어도 오빠가 사준 아이폰 써야지는 우리 오빠가 세상에서 최고 당
3,월도나와함께해줘서고마워사랑해럽스타그램먹방멜리아라면러버분식짬뽕러버행복해여행년마무리내년에는더행복하자사랑해
3,첫눈이내린다호텔앞하아첫눈춘천세종호텔현실일상힐링타임춘천강원도여행일상스타그램호텔리어힐링여행춘천여행춘천살이풍경강원도춘천나명상여행구름행복해좋아요
3,밖에 돌아다닐 수 없어서 너무 아쉽긴 하지만 덕분에 가족이랑 보내는 행복한 크리스마스였다 크리스마스 홈 파티 크리스마스 케이크 알리오 올리오 와인 행복해
3,두 분 족쇄 차신 거 축하해요 앞으로 다 같이 행복한 일만 가득 듬뿍 만 땅 철철 올해 가장 행복한 순간
3,육아에지쳐도포기할수없는인셀덤액티브크림도브엄마도예뻐지고싶거든요피부변화를매일매일확인할수있어서너무행복합니다인셀덤효과리만코리아의중심발라또육아맘피부관리육아맘화장품추천이뻐지는법피부변화민낯자신감흰쥐띠맘육아일상그램뷰티스타그램맘스타그램육아맘그램흰쥐띠맘그램아들맘그램행복해행복하게일하기
3,직장인 고마워 미희야 내 직장 년 잘 부탁해 번째 직장임 거울 샷 사회적 거리두기 평일 근무만 모든 것들 포기하지 말아 당분간 직장인 모드 얼굴 가림 좋아요 반사 좋아요 늘리기 마스크 생활화 항상 바쁜 너 예쁜 인생 사랑해 우리 여보 양 힐링 행복해
3,사실난손태가이뻐반지호손광고오려나반지패션반지골드샤인후평동손힐링타임춘천강원도여행일상스타그램호텔리어힐링여행춘천여행춘천살이풍경강원도춘천나명상여행구름행복해좋아요
3,크라켄이날뛰고있다은화살도소용없시원칼칼해물탕해물탕문어요리요리크라켄힐링타임춘천강원도여행일상스타그램호텔리어힐링여행춘천여행춘천살이풍경강원도춘천나명상여행구름행복해좋아요
3,안녕 자기 왜 이러는 걸까 제주도 이호 테우해변 제주도 힐링 해변 힐링타임 여행 일상 스타 그램 호텔리어 힐링여행 나 명상여행 구름 행복해 좋아요
3,여우가달을사랑할때추억의시선을따라가평펜션여우가달을사랑할때힐링타임춘천강원도여행여행일상스타그램호텔리어힐링여행춘천여행춘천살이풍경강원도춘천나명상여행구름행복해좋아요
3,응원할게요우리민족화이팅친절하고멋쟁이류승룡싸인춘천세종호텔영화염력우리가어떤민족입니까춘천춘천여행여행강원도일상스타그램호텔리어소양댐소양강댐힐링여행춘천여행춘천살이풍경강원도춘천나명상여행구름행복해좋아요
3,흐린날물놀이떠나는어춘정기모임코로나끝나면다른친구들도함께하자가평하버하우스펜션춘천춘천세종호텔여행일상스타그램호텔리어힐링여행춘천여행춘천살이풍경강원도춘천나명상여행구름행복해좋아요
3,춘천세종호텔춘천야외결혼식워크숍결혼식호텔정원춘천춘천세종호텔춘천여행여행일상스타그램호텔리어소양강댐힐링여행춘천살이풍경강원도춘천나명상여행구름행복해좋아요
3,사실세종이랑안친함노력중자여기보렴옳지춘천세종호텔춘천고양이호텔춘천춘천세종호텔춘천여행여행일상스타그램호텔리어힐링여행춘천살이풍경강원도춘천나명상여행구름행복해좋아요
3,내년도올해처럼행복했으면좋겠다내인생에서젤행복한올해라앞으로의인생에서지금처럼해피순간이올까싶지만그게팔자랬어더좋을거야인생이생로병사임에도불구하고견딜가치가있는것이길강력하게바래본다코로나물러가라행복해생노병사의미를찾는중
3,짱구짱아진설미리미니신혼여행인싸커플되기머리부터발끝까지셋뚜셋뚜내부인김설과함께여서좋다행복해
3,너무나 행복했던 크리스마스
3,울산 방어진 일산해수욕장 가족들과 행복해
3,크리스마스 산책 크리스마스에 집 콜만 하는 아가들 좀 추워도 밖으로 나가자 백서 연백 다은 산책 이쁜 내 새끼 행복해 사랑해
3,사실날씨가흐렸어너무많아복잡해인스타그램소양댐비하인드컷춘천춘천세종호텔강원도여행일상스타그램호텔리어소양댐소양강댐힐링여행춘천여행춘천살이풍경강원도춘천나명상여행구름행복해좋아요
